DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
AYACUCHO,1178.8866,1547.3415,1391.54,1.3125,66.7178
AYACUCHO,1305.7976,1569.6729,1485.01,1.2021,63.4207
AYACUCHO,1261.3972,1706.512,1548.6267,1.3529,66.1171
AYACUCHO,1362.1028,1761.3716,1630.175,1.2931,64.8288
AYACUCHO,59.7277,105.8127,116.635,1.7716,54.4327
AYACUCHO,650.309,843.6595,1055.25,1.2973,47.9693
PIURA,67.9194,133.9302,160.5283,1.9719,50.0585
AYACUCHO,1156.3482,1626.1845,1511.6583,1.4063,64.5457
AYACUCHO,1247.4533,1773.9086,1615.3733,1.422,65.8885
PIURA,66.5933,84.631,65.2267,1.2709,77.8494
AYACUCHO,70.6527,127.7532,152.615,1.8082,50.2257
AYACUCHO,1167.2067,2310.0908,9667.4933,1.9792,14.3373
PIURA,733.4749,1443.9386,8815.77,1.9686,9.8274
AYACUCHO,100.9982,267.5599,299.4717,2.6492,53.6064
PIURA,183.5927,267.5924,253.9,1.4575,63.2357
AYACUCHO,1295.8521,1701.3984,1612.8017,1.313,63.296
PIURA,700.6715,1558.8165,8879.5317,2.2247,10.5331
AYACUCHO,99.9454,220.6014,295.4683,2.2072,44.797
AYACUCHO,1035.2352,1875.6956,1849.6383,1.8119,60.8453
LORETO,1347.6001,2021.6466,9377.015,1.5002,12.9358
AYACUCHO,1303.9791,1614.2188,1527.1617,1.2379,63.4204
AYACUCHO,111.7943,233.7058,296.0817,2.0905,47.3597
AYACUCHO,1238.3237,1684.6302,1534.1067,1.3604,65.8871
AYACUCHO,1149.3883,1558.4119,1414.57,1.3559,66.1012
LORETO,846.0004,1617.1234,8778.495,1.9115,11.0529
LORETO,972.2533,2118.362,9457.6617,2.1788,13.439
