DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
PIURA,1097.7037,1634.3529,1525.9183,1.4889,64.2637
PIURA,1096.2228,1547.439,1469.715,1.4116,63.173
AYACUCHO,1120.153,1791.4224,1647.9883,1.5993,65.2222
AYACUCHO,1216.7334,1626.7092,1469.7767,1.3369,66.4064
LORETO,1050.0835,2027.1378,9385.0283,1.9305,12.9598
PIURA,729.4199,1442.0702,8810.3617,1.977,9.8207
AYACUCHO,1260.4413,1481.2982,1390.1167,1.1752,63.9356
PIURA,50.096,63.6174,57.5,1.2699,66.3834
AYACUCHO,1234.9089,1717.4556,1578.0383,1.3908,65.3009
AYACUCHO,104.7768,207.3368,200.3633,1.9788,62.0882
LORETO,399.279,662.9615,477.59,1.6604,83.2884
AYACUCHO,1190.8265,1511.4422,1464.9317,1.2692,61.905
AYACUCHO,1147.9119,1508.0828,1368.9267,1.3138,66.0992
PIURA,96.5596,164.1503,171.415,1.7,57.4572
AYACUCHO,805.1162,1289.0842,1349.67,1.6011,57.3066
LORETO,217.9722,527.874,6265.145,2.4217,5.0553
AYACUCHO,1156.0521,1465.9181,1358.3817,1.268,64.7499
LORETO,897.7303,1644.6646,8776.7717,1.832,11.2433
AYACUCHO,1149.4154,1636.0432,1527.7283,1.4234,64.254
LORETO,381.0875,662.8528,503.58,1.7394,78.9769
PIURA,125.6704,217.742,222.8783,1.7326,58.6173
AYACUCHO,1109.6733,1644.0995,1498.5867,1.4816,65.826
PIURA,892.8224,1698.4808,8886.69,1.9024,11.4676
AYACUCHO,83.8474,266.7534,298.5533,3.1814,53.6092
AYACUCHO,1256.4748,1523.1751,1430.325,1.2123,63.8949
PIURA,84.18,110.4856,121.06,1.3125,54.7591
AYACUCHO,1103.7929,2089.7912,9476.7417,1.8933,13.2311
LORETO,990.1272,1591.3832,3204.1933,1.6073,29.7994
AYACUCHO,119.3757,284.1088,317.895,2.38,53.6231
PIURA,93.8031,115.9432,113.405,1.236,61.3429
LORETO,1138.4271,1950.404,1738.9967,1.7132,67.2941
AYACUCHO,1357.8083,1759.3256,1632.2233,1.2957,64.6722
LORETO,888.552,1627.9749,8765.93,1.8322,11.143
AYACUCHO,34.4435,106.537,97.72,3.0931,65.4136
LORETO,1076.3927,2286.2876,13170.2783,2.124,10.4157
AYACUCHO,1135.3761,1531.3701,1379.18,1.3488,66.6209
AYACUCHO,137.5952,264.9389,284.6183,1.9255,55.8514
AYACUCHO,869.0825,1403.3202,1478.1683,1.6147,56.9619
AYACUCHO,1156.7251,2221.859,9586.2367,1.9208,13.9066
AYACUCHO,1201.3827,1632.1465,1520.36,1.3586,64.4116
AYACUCHO,222.6588,505.4164,551.135,2.2699,55.0228
AYACUCHO,71.2055,220.9476,217.9517,3.103,60.8248
PIURA,81.894,101.505,112.135,1.2395,54.3122
PIURA,893.1367,1695.5168,8880.6717,1.8984,11.4553
LORETO,863.3373,1628.2892,8765.8983,1.886,11.1452
AYACUCHO,869.6941,1417.9272,1501.2767,1.6304,56.6689
AYACUCHO,158.1968,356.7107,350.705,2.2549,61.0275
LORETO,397.7066,1477.3656,8672.695,3.7147,10.2208
LORETO,802.1266,1710.9124,8850.2783,2.133,11.599
AYACUCHO,1183.4331,1574.279,1423.2383,1.3303,66.3675
PIURA,17.4207,20.5307,17.7183,1.1785,69.5236
AYACUCHO,1317.4329,1761.0948,1601.0217,1.3368,65.9989
LORETO,863.9142,2116.3516,9492.865,2.4497,13.3765
AYACUCHO,1187.6703,1496.3341,1453.0417,1.2599,61.7877
AYACUCHO,1244.8017,1655.7808,1481.1867,1.3302,67.0725
AYACUCHO,1202.8501,1591.9405,1450.8583,1.3235,65.8344
AYACUCHO,1185.0559,2302.243,9640.7917,1.9427,14.3281
PIURA,122.527,205.8635,184.6117,1.6801,66.907
PIURA,1196.4523,1659.174,1564.03,1.3867,63.65
LORETO,682.2522,1636.7495,8805.27,2.399,11.153
AYACUCHO,1274.3892,2651.986,9883.9483,2.081,16.0987
AYACUCHO,1154.5213,1516.2268,1373.79,1.3133,66.2209
AYACUCHO,1266.07,1525.2475,1477.03,1.2047,61.9587
PIURA,728.752,1699.1984,8904.1383,2.3317,11.4499
LORETO,667.188,950.8699,797.6283,1.4252,71.5273
AYACUCHO,1348.3308,1695.052,1545.5333,1.2571,65.8045
LORETO,1007.3778,2054.3498,9431.4,2.0393,13.0692
AYACUCHO,1202.6317,2002.7232,9396.2117,1.6653,12.7885
AYACUCHO,1215.4987,2366.1864,9647.9867,1.9467,14.7151
AYACUCHO,1258.013,2454.0796,9729.1317,1.9508,15.1344
PIURA,157.3128,222.4656,241.8917,1.4142,55.1815
PIURA,741.9172,1525.3115,8792.5367,2.0559,10.4087
PIURA,748.1651,1559.5324,8775.485,2.0845,10.6629
AYACUCHO,1368.1898,1761.636,1603.4833,1.2876,65.9178
LORETO,359.0456,599.5936,7129.7233,1.67,5.0459
PIURA,108.3702,160.8736,163.7767,1.4845,58.9365
PIURA,105.2411,139.9875,130.9367,1.3302,64.1474
AYACUCHO,1255.832,2460.3964,9706.7083,1.9592,15.2084
AYACUCHO,1294.779,1651.3048,1524.775,1.2754,64.979
AYACUCHO,1247.9941,1556.076,1470.3983,1.2469,63.4961
AYACUCHO,1206.0507,2267.6642,9577.0183,1.8802,14.2069
PIURA,115.576,135.7407,109.2433,1.1745,74.5532
PIURA,98.2711,118.2227,106.6717,1.203,66.4972
AYACUCHO,1011.5417,1477.3578,1417.1183,1.4605,62.5505
AYACUCHO,1118.7722,1601.6481,1475.88,1.4316,65.1129
LORETO,666.2153,1450.6574,1325.4667,2.1775,65.667
AYACUCHO,46.129,107.8089,94.6733,2.3371,68.3248
AYACUCHO,1210.1858,1556.5028,1553.2933,1.2862,60.124
AYACUCHO,1350.5351,2380.1724,9667.4617,1.7624,14.7723
AYACUCHO,1109.0383,1650.8872,1500.9483,1.4886,65.9938
AYACUCHO,1246.012,1567.1494,1490.9233,1.2577,63.0676
AYACUCHO,1298.1705,1702.2152,1550.7267,1.3112,65.8613
AYACUCHO,1115.5623,1573.5285,1432.6217,1.4105,65.9014
AYACUCHO,1157.2711,1514.2801,1373.475,1.3085,66.151
LORETO,774.466,1595.4709,8739.7633,2.0601,10.9532
AYACUCHO,1086.1114,2006.5224,9370.4767,1.8474,12.8479
AYACUCHO,128.4545,236.8977,269.4967,1.8442,52.7423
PIURA,91.4012,117.3287,113.5717,1.2837,61.9848
AYACUCHO,1091.7562,1758.9942,1626.0317,1.6112,64.9063
AYACUCHO,1190.1165,2270.3008,9664.8433,1.9076,14.0942
PIURA,191.5737,328.5,276.435,1.7147,71.3007
AYACUCHO,1126.6644,1638.6378,1480.0617,1.4544,66.4285
AYACUCHO,1375.1922,1881.3718,1728.9267,1.3681,65.2904
LORETO,826.9011,1591.2301,8734.14,1.9243,10.9311
AYACUCHO,1130.0815,1461.3899,1341.3083,1.2932,65.3715
AYACUCHO,1176.5311,1530.3552,1403.815,1.3007,65.4084
AYACUCHO,952.7318,1620.5242,1635.9483,1.7009,59.4343
AYACUCHO,1016.9179,1950.5334,9308.5,1.9181,12.5726
LORETO,144.8665,13.6527,19.4617,0.0942,42.0911
PIURA,48.0333,71.3292,81.6533,1.485,52.4137
AYACUCHO,851.5519,1352.68,1423.095,1.5885,57.0312
AYACUCHO,1217.5054,1569.2694,1523.4867,1.2889,61.8031
LORETO,778.8071,1554.3694,8711.01,1.9958,10.7062
AYACUCHO,1182.518,2206.3768,9503.855,1.8658,13.9294
LORETO,593.8151,906.9691,1074.0133,1.5274,50.668
PIURA,725.5495,1617.1071,8815.2617,2.2288,11.0066
AYACUCHO,1233.0549,1685.2474,1520.4783,1.3667,66.502
PIURA,205.1004,262.4872,241.355,1.2798,65.2534
AYACUCHO,1138.961,2176.9356,9610.6133,1.9113,13.5908
PIURA,728.1316,1526.5766,8791.4167,2.0966,10.4186
AYACUCHO,1201.2864,2435.5258,9714.2383,2.0274,15.043
PIURA,41.117,46.153,39.4183,1.1225,70.2511
PIURA,121.0875,200.5127,179.125,1.6559,67.1641
AYACUCHO,1338.088,1661.2408,1518.7283,1.2415,65.6302
AYACUCHO,53.6124,131.439,160.715,2.4517,49.0703
LORETO,315.3726,808.9777,8112.9383,2.5651,5.9829
AYACUCHO,1118.0841,1529.6905,1400.34,1.3681,65.5422
AYACUCHO,191.8193,399.8826,395.23,2.0847,60.7063
AYACUCHO,1272.3468,1601.8711,1518.395,1.259,63.2986
AYACUCHO,1110.3122,2094.5468,9459.135,1.8864,13.2859
AYACUCHO,1354.8148,1694.864,1543.23,1.251,65.8955
AYACUCHO,176.2003,414.3093,358.7633,2.3514,69.2896
PIURA,560.6697,1029.8471,904.4567,1.8368,68.3182
AYACUCHO,1246.2826,1675.1058,1510.7217,1.3441,66.5287
AYACUCHO,1245.535,1845.203,1710.2417,1.4815,64.7348
AYACUCHO,1297.2862,1744.7212,1617.5817,1.3449,64.7159
AYACUCHO,1120.1651,1507.7745,1335.925,1.346,67.7182
AYACUCHO,1194.3606,1761.3798,1614.3,1.4747,65.4666
AYACUCHO,76.5012,152.8752,214.9083,1.9983,42.681
PIURA,144.2731,261.7767,235.8617,1.8145,66.5924
PIURA,730.5242,1632.8915,8877.0567,2.2352,11.0367
AYACUCHO,1264.521,1744.6388,1587.8483,1.3797,65.9246
LORETO,1006.4094,2056.8424,9431.0833,2.0437,13.0855
AYACUCHO,1362.3848,1756.1844,1601.6833,1.2891,65.7877
AYACUCHO,1243.6033,1454.715,1382.195,1.1698,63.148
PIURA,58.6184,74.0509,76.2833,1.2633,58.2441
AYACUCHO,1252.6184,1503.2966,1412.3067,1.2001,63.8656
PIURA,141.5414,257.665,242.155,1.8204,63.843
LORETO,755.6181,1681.7114,8847.4283,2.2256,11.4047
LORETO,853.1531,1685.3244,8852.1367,1.9754,11.4232
AYACUCHO,1274.1243,1702.2498,1581.3017,1.336,64.5892
AYACUCHO,1217.4924,2348.76,9625.1283,1.9292,14.6414
AYACUCHO,1038.1951,1465.6782,1426.3433,1.4118,61.6546
AYACUCHO,198.9434,426.5636,470.3167,2.1441,54.4183
PIURA,803.4128,1814.9658,9011.9167,2.2591,12.0838
AYACUCHO,1133.1493,1758.2844,1594.85,1.5517,66.1486
LORETO,181.1693,798.0928,707.055,4.4052,67.7254
PIURA,29.3232,34.191,27.3133,1.166,75.1084
AYACUCHO,1195.5957,1530.2366,1486.6383,1.2799,61.7596
PIURA,666.2837,1457.0608,1382.44,2.1868,63.2387
AYACUCHO,1217.1156,1552.239,1512.9983,1.2753,61.5561
AYACUCHO,1096.8849,1753.924,1596.1233,1.599,65.9319
PIURA,61.9949,82.8723,68.8717,1.3368,72.1971
AYACUCHO,1190.0625,1574.3472,1441.185,1.3229,65.5439
AYACUCHO,1298.0155,1671.3384,1544.24,1.2876,64.9383
PIURA,862.9398,1629.7271,8820.4383,1.8886,11.086
AYACUCHO,1075.4378,1524.9762,1469.5983,1.418,62.2609
LORETO,431.4979,708.841,8026.82,1.6427,5.2985
PIURA,44.8632,52.8461,47.1167,1.1779,67.2961
AYACUCHO,1254.6141,1543.0545,1440.87,1.2299,64.2551
LORETO,853.5597,1620.8594,8782.5883,1.8989,11.0732
AYACUCHO,1193.0515,1490.8138,1441.355,1.2496,62.0588
PIURA,1269.7213,1745.6798,1572.8467,1.3749,66.5931
AYACUCHO,197.2588,364.3009,328.4167,1.8468,66.5559
AYACUCHO,1090.7362,2014.9618,9386.1567,1.8473,12.8804
AYACUCHO,1004.7039,2003.1652,9389.4967,1.9938,12.8005
AYACUCHO,127.5826,250.4088,383.4567,1.9627,39.1818
AYACUCHO,1220.7312,1702.9804,1559.485,1.395,65.5209
AYACUCHO,1204.2079,1448.2968,1387.4267,1.2027,62.6324
LORETO,1060.9448,1974.7998,9323.8617,1.8614,12.708
AYACUCHO,19.7579,43.7301,36.0333,2.2133,72.8161
LORETO,1003.6483,1765.3484,10924.04,1.7589,9.6961
AYACUCHO,1312.7196,1582.9675,1493.9517,1.2059,63.575
AYACUCHO,105.276,211.7069,216.9667,2.011,58.5455
PIURA,134.1721,264.8352,220.7983,1.9738,71.9666
AYACUCHO,1379.2725,1799.4456,1669.9783,1.3046,64.6516
AYACUCHO,1297.1379,1588.8765,1468.0033,1.2249,64.9403
AYACUCHO,1290.3519,1572.4091,1501.735,1.2186,62.8237
PIURA,833.0983,1626.8796,8812.5933,1.9528,11.0765
AYACUCHO,1202.549,1579.1558,1430.1517,1.3132,66.2513
PIURA,92.9173,118.2532,118.0033,1.2727,60.127
AYACUCHO,1198.9167,1495.0638,1394.97,1.247,64.3052
AYACUCHO,1165.6683,1528.8099,1391.775,1.3115,65.9076
AYACUCHO,256.1055,544.7213,552.79,2.1269,59.1242
AYACUCHO,1284.9388,1558.644,1487.1767,1.213,62.8833
AYACUCHO,1172.5719,1544.1982,1402.8567,1.3169,66.0452
AYACUCHO,1118.5507,1464.2328,1323.7233,1.309,66.3688
AYACUCHO,1197.5688,1575.5708,1431.135,1.3156,66.0554
AYACUCHO,260.3445,609.073,564.53,2.3395,64.7342
PIURA,203.343,313.2179,332.1083,1.5403,56.5872
PIURA,60.2706,70.5531,65.8033,1.1706,64.3309
AYACUCHO,1298.9805,2452.3748,9716.1567,1.8879,15.1441
AYACUCHO,1229.2031,1468.5095,1382.3467,1.1947,63.7399
AYACUCHO,782.7636,1437.7916,1501.46,1.8368,57.4557
AYACUCHO,1194.1951,1590.1775,1440.62,1.3316,66.2289
AYACUCHO,1131.5017,1520.0378,1367.7633,1.3434,66.6799
AYACUCHO,1135.8726,1610.323,1455.5133,1.4177,66.3817
AYACUCHO,1147.622,1556.503,1404.5867,1.3563,66.4894
LORETO,705.9808,1681.9392,8847.71,2.3824,11.4059
AYACUCHO,1170.8785,1549.3735,1420.4183,1.3233,65.4472
AYACUCHO,1239.8585,1654.1102,1496.8233,1.3341,66.3048
AYACUCHO,1162.7532,1452.1085,1376.87,1.2489,63.2787
AYACUCHO,1194.5056,2279.0418,9585.515,1.9079,14.2655
LORETO,610.6599,871.9533,734.665,1.4279,71.2123
PIURA,114.7613,160.2996,141.125,1.3968,68.1522
LORETO,501.8831,938.0237,8278.305,1.869,6.7987
LORETO,902.3049,1593.3259,8738.3433,1.7658,10.9402
AYACUCHO,1206.9257,1611.1508,1474.5917,1.3349,65.5565
AYACUCHO,1282.1259,1691.9824,1565.8917,1.3197,64.8314
PIURA,1106.6049,1668.2365,1563.6667,1.5075,64.0125
AYACUCHO,980.0865,1632.982,1746.7517,1.6662,56.0921
LORETO,802.2868,1632.5871,8785.8033,2.0349,11.1493
PIURA,1090.043,1604.0078,1512.9067,1.4715,63.613
LORETO,675.0989,1464.4266,1336.6217,2.1692,65.7371
AYACUCHO,156.4555,330.1446,376.89,2.1102,52.5582
PIURA,54.7673,80.1613,90.3683,1.4637,53.223
AYACUCHO,1144.1933,1571.5211,1456.67,1.3735,64.7307
PIURA,55.5966,78.8428,68.77,1.4181,68.7883
LORETO,783.3969,1634.2812,8801.905,2.0861,11.1404
AYACUCHO,1268.176,2167.3436,9564.1667,1.709,13.5966
AYACUCHO,1261.0766,1683.9856,1545.4917,1.3354,65.3767
PIURA,1131.3759,1575.5949,1487.5917,1.3926,63.5495
AYACUCHO,1397.197,1819.5824,1726.8567,1.3023,63.2218
AYACUCHO,836.9946,1335.8285,1435.5383,1.596,55.8325
LORETO,535.476,904.7606,797.7267,1.6896,68.0504
PIURA,219.9573,320.5753,314.0833,1.4574,61.2402
PIURA,835.0273,1579.8584,8769.2867,1.892,10.8095
AYACUCHO,72.7275,138.0782,199.4017,1.8986,41.5478
LORETO,814.6424,1800.9556,8963.1083,2.2107,12.0558
PIURA,466.4705,977.1132,858.93,2.0947,68.2556
PIURA,735.6382,1365.8529,8612.0867,1.8567,9.5158
LORETO,832.894,1599.6672,8738.1867,1.9206,10.984
AYACUCHO,156.096,349.7251,435.7533,2.2404,48.1546
AYACUCHO,1224.9173,1634.3275,1478.125,1.3342,66.3406
AYACUCHO,144.7858,298.5934,309.61,2.0623,57.8651
AYACUCHO,1255.431,1723.692,1601.47,1.373,64.5791
LORETO,766.7155,1558.5606,8715.6667,2.0328,10.7294
PIURA,130.86,271.054,197.2867,2.0713,82.4346
LORETO,962.2467,2171.3776,9536.9683,2.2566,13.6608
AYACUCHO,1109.1597,1998.142,9387.975,1.8015,12.7704
PIURA,1135.6246,1651.4744,1537.2517,1.4542,64.4582
LORETO,218.9552,770.7158,8101.9017,3.52,5.7077
AYACUCHO,1153.4307,1520.1259,1379.295,1.3179,66.1262
AYACUCHO,1163.6306,1537.8358,1406.905,1.3216,65.5838
PIURA,81.3477,104.1758,98.485,1.2806,63.467
PIURA,183.0991,280.7031,259.5683,1.5331,64.8854
LORETO,1145.1762,2022.0518,9377.7183,1.7657,12.9374
PIURA,1093.9091,1863.1308,1742.985,1.7032,64.1359
AYACUCHO,1354.9489,1716.8748,1558.6283,1.2671,66.0918
PIURA,99.1691,121.1529,118.38,1.2217,61.4054
AYACUCHO,1225.1507,1566.2385,1514.1683,1.2784,62.0633
LORETO,331.3518,808.3875,8111.865,2.4397,5.9793
AYACUCHO,236.286,457.3148,404.0167,1.9354,67.9152
AYACUCHO,1221.0139,1649.2078,1502.0883,1.3507,65.8766
PIURA,87.731,116.9585,101.2783,1.3331,69.2894
AYACUCHO,1248.0814,1614.897,1469.03,1.2939,65.9577
AYACUCHO,149.3164,272.4375,314.795,1.8246,51.9267
LORETO,747.7615,1456.8315,1331.09,1.9483,65.6679
AYACUCHO,1328.9793,1726.3144,1609.9967,1.299,64.3348
AYACUCHO,1159.0402,1636.975,1525.42,1.4124,64.3878
AYACUCHO,844.5548,1366.5775,1452.55,1.6181,56.4488
AYACUCHO,96.6712,194.1551,194.4717,2.0084,59.9023
AYACUCHO,198.0823,466.026,490.4183,2.3527,57.0157
AYACUCHO,1241.2079,1552.334,1424.8167,1.2507,65.3698
LORETO,273.3722,419.0691,4926.6283,1.533,5.1037
PIURA,715.2292,1736.093,8902.925,2.4273,11.7002
LORETO,1083.2899,2426.2444,14277.2867,2.2397,10.1962
AYACUCHO,1139.305,2202.5836,9611.6983,1.9333,13.7494
AYACUCHO,1240.8661,1625.0488,1496.8983,1.3096,65.1366
LORETO,700.3798,1671.1424,8834.0967,2.3861,11.3502
AYACUCHO,1266.159,1734.185,1589.7217,1.3696,65.4524
AYACUCHO,1119.0398,1601.956,1476.1533,1.4315,65.1134
PIURA,11.2631,14.3156,24.2183,1.271,35.4664
LORETO,421.9196,726.9651,8055.63,1.723,5.4146
AYACUCHO,155.9089,331.4504,295.065,2.1259,67.3988
AYACUCHO,1216.5109,1607.4455,1476.3183,1.3214,65.3292
AYACUCHO,109.6827,225.5662,224.34,2.0565,60.3279
AYACUCHO,1268.1039,1500.6879,1416.4717,1.1834,63.5673
AYACUCHO,1246.6838,1658.4865,1518.5067,1.3303,65.531
PIURA,1449.9926,1837.1836,1636.035,1.267,67.3769
AYACUCHO,1104.257,2120.2602,9494.9367,1.9201,13.3983
AYACUCHO,1198.6517,2361.5384,9667.8683,1.9702,14.656
AYACUCHO,1316.5819,2277.032,9669.73,1.7295,14.1288
PIURA,120.561,145.3452,126.97,1.2056,68.6832
AYACUCHO,1361.7228,1821.0564,1698.285,1.3373,64.3375
PIURA,38.0911,49.099,47.7767,1.289,61.6606
AYACUCHO,188.6471,363.4018,297.85,1.9264,73.205
PIURA,76.9618,89.9647,76.8117,1.169,70.2742
AYACUCHO,1224.1404,1658.7025,1508.6767,1.355,65.9665
AYACUCHO,835.8482,1340.5742,1414.3567,1.6038,56.87
AYACUCHO,1337.8933,1695.089,1568.3133,1.267,64.8501
AYACUCHO,1192.401,1451.9908,1384.8567,1.2177,62.9086
AYACUCHO,55.3486,129.2365,182.09,2.335,42.5844
LORETO,817.2948,1634.0691,8791.085,1.9994,11.1527
AYACUCHO,143.8153,297.3357,356.3467,2.0675,50.064
PIURA,411.1815,900.2331,823.8283,2.1894,65.5646
AYACUCHO,1346.1201,1684.1722,1553.84,1.2511,65.0326
AYACUCHO,77.6466,141.7776,191.89,1.8259,44.3309
PIURA,129.4613,183.5071,170.0417,1.4175,64.7513
PIURA,73.9876,89.4424,75.8833,1.2089,70.721
AYACUCHO,1188.7332,1501.6308,1423.5683,1.2632,63.2901
AYACUCHO,101.2833,245.6944,247.7883,2.4258,59.493
AYACUCHO,1245.6969,1639.5332,1497.1933,1.3162,65.7043
PIURA,72.4421,100.0815,96.1167,1.3815,62.475
AYACUCHO,1218.0693,1574.9102,1529.8083,1.293,61.7689
AYACUCHO,1104.0856,1735.9808,1589.4317,1.5723,65.5321
PIURA,1110.4164,1722.293,1598.9967,1.551,64.6265
PIURA,67.0999,86.0393,70.0117,1.2823,73.7357
AYACUCHO,197.451,364.9601,329.29,1.8484,66.4995
AYACUCHO,1265.2474,1675.5886,1537.9483,1.3243,65.3698
AYACUCHO,1216.301,1448.3798,1378.0633,1.1908,63.0615
LORETO,811.9675,1625.274,8786.0183,2.0016,11.099
AYACUCHO,1246.813,1565.528,1486.8317,1.2556,63.1757
LORETO,1047.3239,2020.1546,9377.035,1.9289,12.9262
AYACUCHO,1217.9742,2338.0836,9620.5683,1.9196,14.5818
AYACUCHO,1329.2956,1719.8038,1611.3683,1.2938,64.0376
LORETO,336.2403,338.234,3884.5267,1.0059,5.2243
AYACUCHO,1151.756,1550.4449,1382.09,1.3462,67.3087
LORETO,399.5844,662.9615,477.59,1.6591,83.2884
AYACUCHO,149.4983,335.4362,402.105,2.2437,50.052
AYACUCHO,1226.2848,1609.4602,1452.0283,1.3125,66.5053
PIURA,131.804,188.1747,174.1917,1.4277,64.8164
LORETO,293.1833,415.9765,4922.5917,1.4188,5.0702
AYACUCHO,1260.1162,1628.1918,1588.8067,1.2921,61.4873
LORETO,823.2795,1690.8232,8852.5017,2.0538,11.46
LORETO,935.6141,1766.244,10925.05,1.8878,9.7002
PIURA,113.541,185.1167,133.215,1.6304,83.3765
AYACUCHO,1313.8207,1634.984,1500.9617,1.2444,65.3575
AYACUCHO,1211.2032,1597.6188,1461.725,1.319,65.5781
PIURA,1071.8779,1567.475,1526.7017,1.4624,61.6024
PIURA,435.5795,907.4329,836.6417,2.0833,65.0768
PIURA,67.5669,74.6625,74.9183,1.105,59.7951
AYACUCHO,161.6577,360.4308,350.8533,2.2296,61.6379
AYACUCHO,1162.1648,1466.917,1356.4567,1.2622,64.886
AYACUCHO,87.7333,230.7311,259.275,2.6299,53.3945
PIURA,470.8296,894.6332,792.315,1.9001,67.7483
AYACUCHO,161.4956,360.2271,357.2017,2.2306,60.5082
LORETO,1161.3437,2441.544,9735.6,2.1023,15.0471
AYACUCHO,1291.0111,1672.4742,1536.58,1.2955,65.3064
LORETO,1124.0356,1986.5598,13621.5317,1.7673,8.7504
LORETO,510.4216,914.1927,751.3183,1.7911,73.0071
PIURA,91.3905,129.037,163.4017,1.4119,47.3815
LORETO,482.4587,700.258,507.0117,1.4514,82.8689
AYACUCHO,1213.3816,1639.3091,1492.7233,1.351,65.892
AYACUCHO,150.0037,272.6393,315.1017,1.8176,51.9145
AYACUCHO,1277.017,2201.9048,9569.0867,1.7243,13.8064
AYACUCHO,74.4134,189.3378,256.7433,2.5444,44.2476
AYACUCHO,1399.2298,2432.3716,9747.9933,1.7384,14.9715
AYACUCHO,1136.6418,2182.292,9582.285,1.9199,13.6645
AYACUCHO,1159.0594,1557.9722,1395.495,1.3442,66.9858
LORETO,951.2406,1721.6416,10894.48,1.8099,9.4817
AYACUCHO,1211.158,2465.4564,9727.7417,2.0356,15.2068
AYACUCHO,1231.3428,1721.0898,1565.9533,1.3977,65.9441
PIURA,121.0816,201.1783,178.2183,1.6615,67.7298
AYACUCHO,1171.0306,1546.1388,1401.1417,1.3203,66.2091
LORETO,345.8881,658.9036,498.38,1.905,79.3254
PIURA,1160.4889,1612.6328,1514.59,1.3896,63.8839
PIURA,123.4256,193.4615,181.17,1.5674,64.0707
LORETO,162.64,106.7085,136.3367,0.6561,46.961
PIURA,39.8462,48.5289,41.8867,1.2179,69.5146
PIURA,52.5247,64.4875,69.2,1.2278,55.914
PIURA,1157.3071,1777.2172,1665.95,1.5356,64.0073
AYACUCHO,861.015,1395.7585,1480.325,1.6211,56.5724
PIURA,129.8746,222.0836,245.65,1.71,54.2439
PIURA,103.5709,152.598,134.1383,1.4734,68.257
LORETO,174.4973,157.4216,1743.6633,0.9021,5.4169
PIURA,705.3665,1371.3844,8719.1267,1.9442,9.4371
AYACUCHO,1268.0511,1567.0209,1470.2133,1.2358,63.9508
AYACUCHO,1167.2835,1540.194,1409.4583,1.3195,65.5654
PIURA,80.3719,103.5841,84.035,1.2888,73.9578
AYACUCHO,1129.3056,2144.5436,9558.8517,1.899,13.4611
LORETO,445.0252,1475.9899,8669.0267,3.3166,10.2156
LORETO,173.689,187.8779,2209.625,1.0817,5.1016
AYACUCHO,34.0034,95.5839,144.4433,2.811,39.7044
AYACUCHO,70.1991,182.2762,153.9717,2.5966,71.0298
LORETO,285.799,17.6749,25.5583,0.0618,41.4931
AYACUCHO,1226.4165,1569.2145,1517.4783,1.2795,62.0456
PIURA,96.8483,157.2315,148.735,1.6235,63.4275
AYACUCHO,1160.7514,2031.1656,9428.3933,1.7499,12.9258
AYACUCHO,1158.5472,1605.307,1486.0767,1.3856,64.8139
AYACUCHO,1153.0773,1510.5626,1363.075,1.31,66.4921
AYACUCHO,108.2493,223.151,227.275,2.0615,58.9113
PIURA,75.8041,86.6564,89.9233,1.1432,57.8202
LORETO,1175.2264,1974.7998,9323.8617,1.6804,12.708
AYACUCHO,849.5357,1304.791,1464.0083,1.5359,53.4747
LORETO,630.0578,917.4994,770.17,1.4562,71.4777
LORETO,38.5828,55.7719,78.7467,1.4455,42.4947
LORETO,54.9561,58.347,82.8017,1.0617,42.2796
LORETO,247.5535,528.4367,6266.7833,2.1346,5.0594
AYACUCHO,1288.9189,1604.7075,1506.9233,1.245,63.8934
AYACUCHO,1109.1135,2098.3844,9463.1467,1.8919,13.3046
AYACUCHO,1215.1887,1552.0648,1501.1117,1.2772,62.0366
AYACUCHO,1245.5451,1476.9646,1377.235,1.1858,64.3448
AYACUCHO,1120.8407,2289.3608,9662.7317,2.0425,14.2156
AYACUCHO,1368.323,1784.6416,1624.2317,1.3043,65.9256
PIURA,54.108,73.6545,76.64,1.3613,57.6627
PIURA,1160.0944,1668.9045,1552.4583,1.4386,64.5005
AYACUCHO,1135.1235,1533.8948,1382.0417,1.3513,66.5926
AYACUCHO,936.7244,1560.7065,1580.9467,1.6661,59.2318
AYACUCHO,1299.4444,1653.5252,1545.905,1.2725,64.177
AYACUCHO,1432.7415,1799.7582,1641.515,1.2562,65.784
AYACUCHO,1078.89,2079.1984,9435.95,1.9272,13.2209
AYACUCHO,1124.7202,2137.992,9517.0267,1.9009,13.4789
AYACUCHO,1191.7672,2264.0468,9598.925,1.8997,14.1519
AYACUCHO,1350.6198,1806.9352,1672.2233,1.3379,64.8335
AYACUCHO,1335.7129,1678.2038,1536.4917,1.2564,65.5339
AYACUCHO,1312.6084,1618.19,1557.9333,1.2328,62.3206
AYACUCHO,1217.1374,2370.3364,9773.01,1.9475,14.5523
AYACUCHO,1129.7878,1594.211,1492.7583,1.4111,64.0778
AYACUCHO,1247.3848,1551.8005,1463.4783,1.244,63.6211
PIURA,736.4037,1486.8814,8735.5683,2.0191,10.2126
PIURA,408.6179,777.5606,848.3167,1.9029,54.9955
LORETO,1009.1395,2062.6678,9450.2183,2.044,13.096
LORETO,508.1305,911.6671,749.08,1.7942,73.0229
PIURA,55.5739,58.2898,48.8917,1.0489,71.5334
LORETO,1035.4451,2533.383,14377.8233,2.4467,10.572
