id_demanda,id_instalacion,duracion_min,distancia_km,estimado_por_fallback
662960,00003727,2.4433333333333334,1.498,False
662965,00003727,6.178333333333333,8.6519,False
662968,00003727,19.646666666666665,27.2818,False
662969,00003727,32.61833333333333,37.8381,False
662976,00003727,108.6,111.83760000000001,False
662980,00003727,129.41833333333335,124.743,False
662982,00003727,51.05,62.8778,False
662985,00003727,50.486666666666665,62.2696,False
662987,00003727,91.225,96.69019999999999,False
662988,00003727,80.94333333333334,92.4105,False
662992,00003727,69.24666666666667,92.663,False
662998,00003727,54.33166666666667,74.12180000000001,False
663002,00003727,61.405,59.2928,False
663003,00003727,60.836666666666666,59.0555,False
663005,00003727,54.23833333333334,56.306,False
663015,00003523,25.801666666666666,35.440400000000004,False
663016,00003523,56.92333333333333,50.9512,False
663017,00003523,25.925,35.615,False
663020,00003523,27.823333333333334,36.6461,False
663021,00003523,30.921666666666667,38.702,False
663024,00003523,37.56166666666666,25.380200000000002,False
663026,00003523,35.34,24.458099999999998,False
663032,00003523,9.641666666666667,13.256,False
663033,00003523,8.29,11.3455,False
663034,00003523,8.84,12.1217,False
663038,00003523,21.316666666666666,22.1825,False
663040,00003523,38.913333333333334,33.8917,False
663041,00003523,31.05666666666667,28.6647,False
663057,00003727,81.01,93.06819999999999,False
663063,00003727,95.31,102.0245,False
663064,00003727,115.24166666666666,110.2718,False
663067,00003727,114.82833333333333,114.2965,False
663068,00003727,120.38666666666667,118.6105,False
663069,00003727,123.20166666666667,120.4807,False
663074,00003727,41.818333333333335,59.0396,False
663081,00003727,120.025,127.87910000000001,False
663082,00003727,119.74,127.7192,False
663085,00003727,37.53333333333333,51.2082,False
663086,00003727,259.88666666666666,279.1101,False
663096,00003494,235.675,185.53979999999999,False
663097,00003494,239.86,189.1089,False
663099,00003494,273.28499999999997,203.0046,False
663111,00003727,273.2883333333333,295.1841,False
663122,00003727,265.0683333333333,289.37559999999996,False
663123,00003727,269.1633333333333,294.10020000000003,False
663125,00003727,256.815,280.4335,False
663126,00003727,273.47333333333336,288.2305,False
663133,00003727,247.2133333333333,270.8247,False
663138,00003727,275.35166666666663,273.40409999999997,False
663141,00003727,259.07166666666666,281.226,False
663149,00003727,296.005,306.3584,False
663154,00003727,255.64333333333335,279.79940000000005,False
663155,00003727,262.6716666666667,287.31359999999995,False
663156,00003727,254.04333333333335,278.06759999999997,False
663157,00003727,256.7133333333333,280.9308,False
663158,00003494,209.17833333333334,174.6949,False
663167,00003494,288.0,230.3932,False
663169,00003727,289.15166666666664,281.88079999999997,False
663178,00003494,288.96666666666664,218.4349,False
663182,00003494,269.2966666666667,218.0866,False
663183,00003494,264.2133333333333,208.0361,False
663185,00003494,262.92833333333334,213.8572,False
663186,00003494,275.68333333333334,213.836,False
663202,00003727,219.28166666666667,217.64589999999998,False
663207,00003727,198.29333333333335,203.76170000000002,False
663208,00003727,182.95833333333334,193.5385,False
663209,00003727,194.755,201.4036,False
663210,00003727,220.82999999999998,218.679,False
663216,00003727,145.20333333333335,160.9461,False
663218,00003727,119.32166666666667,127.3041,False
663219,00003727,124.30166666666668,130.6169,False
663226,00003727,175.22166666666666,188.411,False
663229,00003727,253.69,256.6765,False
663232,00003494,277.97166666666664,223.8039,False
663233,00003494,280.43666666666667,225.4474,False
663252,00003727,95.45,64.0698,False
663260,00003727,81.28333333333333,58.1813,False
663261,00003727,71.28666666666666,54.0229,False
663262,00003727,73.74666666666667,55.0549,False
663264,00003727,66.99833333333333,52.243199999999995,False
